created_at,source,original_text,lang,sentiment,favorite_count,retweet_count,polarity,subjectivity,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 18:55:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Museveni says #Uganda's #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants. The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered. Vaccine will soon hit the 120-patient threshold #M7Address,en,"Sentiment(polarity=0.3, subjectivity=0.75)",0,0,0.3,0.75,chiefhbt,303,239,FALSE,"['#Uganda', '#COVID19', '#M7Address']",,ðŸ‡ºðŸ‡¬ðŸ‡ºðŸ‡²
Fri Jun 18 18:56:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/TI0vK8DQLw,en,"Sentiment(polarity=0.0, subjectivity=0.0)",120,88,0,0,zepulchara,53,65,,[],,
Fri Jun 18 18:56:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",en,"Sentiment(polarity=0.09375, subjectivity=0.28125)",134,77,0.09375,0.28125,HARRS62,7,52,,['#COVID19'],,
Fri Jun 18 18:56:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Preliminary data from @CDCgov â€œv-safe after vaccination health checkerâ€ surveillance system, the v-safe pregnancy registry, and the Vaccine Adverse Event Reporting System did not show any obvious safety signals among pregnant persons who received mRNA #COVID19 vaccines.",en,"Sentiment(polarity=0.16666666666666666, subjectivity=0.5)",323,170,0.166666667,0.5,Samy13603476,522,973,FALSE,['#COVID19'],"{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [22, 29]}","Buenos Aires, Barcelona"
Fri Jun 18 18:56:32 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DIRTY DEEDS  New Mask Studyâ€™s Dirty Secret; Rock Stars Rebel!; Rise in Chronic Illness; Covid Vaccine Injury Puts Ahmedâ€™s Life on Hold; Dr. Roger Hodkinsonâ€™s Biggest Concerns about Covid Vaccines   #Masks #Covid19 #Myocarditis #DrHodkinson #DelBigtree https://t.co/w2SmI2Zc9c,en,"Sentiment(polarity=-0.3909090909090909, subjectivity=0.6886363636363637)",473,282,-0.390909091,0.688636364,VaxchoiceKw,13080,401,,"['#Masks', '#Covid19', '#Myocarditis', '#DrHodkinson', '#DelBigtree']",,
Fri Jun 18 18:56:34 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Maine continues to make nation-leading vaccination progress thanks to @GovJanetMills. 

Need a shot? Find a spot:â€¦ https://t.co/AELJuuP9Nj",en,"Sentiment(polarity=0.2, subjectivity=0.2)",0,0,0.2,0.2,MaineDems,11495,1930,FALSE,[],"{'screen_name': 'GovJanetMills', 'name': 'Governor Janet Mills', 'id': 1083795319027089408, 'id_str': '1083795319027089408', 'indices': [70, 84]}",Maine
Fri Jun 18 18:56:36 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","119,000 people testing positive for the virus in the UK, in the past week.  Thats got to be TOTAL BULLSHIT",en,"Sentiment(polarity=-0.007575757575757579, subjectivity=0.5151515151515151)",0,0,-0.007575758,0.515151515,Francenozoica,429,3761,FALSE,[],,"Offham, Kent"
Fri Jun 18 18:56:40 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The Israelis passing off 6/21 expiring surplus vaccines that PA had obligation to replace eventually as ""charity.""

Ethnosupremacist colonial state consistly doing Ethnosupremacist colonial things. https://t.co/vucJqQ2rZz",en,"Sentiment(polarity=0.0, subjectivity=0.0)",2,1,0,0,Burnera75476493,6,244,FALSE,[],,Outpost 31
Fri Jun 18 18:56:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",en,"Sentiment(polarity=0.5, subjectivity=0.5)",428,176,0.5,0.5,chimerhipster,53,1392,,['#COVID19'],,"Warszawa, Polska"
Fri Jun 18 18:56:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",en,"Sentiment(polarity=0.09375, subjectivity=0.28125)",0,0,0.09375,0.28125,clear_match,3,10,FALSE,['#COVID19'],,
Fri Jun 18 18:56:46 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","All hesitant people, please noteðŸ‘‡ðŸ‘‡",en,"Sentiment(polarity=0.0, subjectivity=0.0)",18,6,0,0,shabmier,427,767,FALSE,[],,
Fri Jun 18 18:56:49 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@IsraelMFA Israel is a brutal nazi-like entity.... it sent EXPIRED vaccines to Palestinians to further worsen the covid19 pandemic. Israel could have sent the vaccines to Palestinians it occupies OR ppl who need them in Africa or Asia. But instead, it let the vaccines expire. 
#Thisisisrael https://t.co/n2OpwpAhXO",en,"Sentiment(polarity=-0.4375, subjectivity=0.75)",20,17,-0.4375,0.75,salim_l87,447,1072,,['#Thisisisrael'],"{'screen_name': 'IsraelMFA', 'name': 'Israel Foreign Ministry', 'id': 85796380, 'id_str': '85796380', 'indices': [0, 10]}",
Fri Jun 18 18:57:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Key Issues I expect the president will ""likely"" address today:

1. Rising hospital costs
2. Scarcity and hoarding of hospital resources(Oxygen, Vaccines)
3. Effectiveness of current Covid19 measures &amp; Sops. Flaunting of SOPs by companies and individuals.",en,"Sentiment(polarity=0.0, subjectivity=0.7999999999999999)",0,0,0,0.8,brianjoramW,210,930,,[],,"Kampala, Uganda"
Fri Jun 18 18:57:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I know it, antivaccine groups redoubling efforts to scare pregnant women (and parents about their adolescent kids). The prediction is that many pregnant women (and adolescents) could contract the delta variant as it accelerates (currently &gt;13% of virus isolates)",en,"Sentiment(polarity=0.29166666666666663, subjectivity=0.475)",151,39,0.291666667,0.475,cc_demers,723,2976,FALSE,[],,"Portland, ME"
Fri Jun 18 18:57:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ðŸš¨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ ðŸ§µ
https://t.co/CRDhqPHFWM",en,"Sentiment(polarity=0.16666666666666666, subjectivity=0.18888888888888888)",565,626,0.166666667,0.188888889,aleemjohnson,327,800,,[],"{'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [81, 89]}",Dreamland reality is overrated
Fri Jun 18 18:57:13 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Giammattei dice que ""Guatemala No Se Detiene"", es un evento para el fortalecimiento de las cadenas regionales de valor para la reactivaciÃ³n econÃ³mica y social. https://t.co/prgskWp4q9",en,"Sentiment(polarity=0.03333333333333333, subjectivity=0.06666666666666667)",0,0,0.033333333,0.066666667,NicWirtz,1899,1818,FALSE,[],,Central America
Fri Jun 18 18:57:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",18 June 2022 latest number of #COVID19 statistics in South Africa #CoronaVirusSA                              https://t.co/ofDKjzuAOf,en,"Sentiment(polarity=0.5, subjectivity=0.9)",27,27,0.5,0.9,ChettyD,5613,6020,FALSE,"['#COVID19', '#CoronaVirusSA']",,"Johannesburg, South Africa"
Fri Jun 18 18:57:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","South Africa is deploying army medical personnel to Gauteng, its commercial hub and most populous province, to help health workers battle a surge in coronavirus. https://t.co/RtyoKRYNs8",en,"Sentiment(polarity=0.16666666666666666, subjectivity=0.16666666666666666)",2,4,0.166666667,0.166666667,LynnFredriksson,135,1032,FALSE,[],,"Washington, DC"
Fri Jun 18 18:57:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,"Sentiment(polarity=0.13333333333333333, subjectivity=0.45555555555555555)",310,152,0.133333333,0.455555556,BuckBuckhome,59,552,FALSE,[],,Walton on Thames
Fri Jun 18 18:57:27 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The @nicd_sa says 10 510 new #COVID19 cases have been identified in South Africa in the past 24 hours, representingâ€¦ https://t.co/GdU4rMHrpt",en,"Sentiment(polarity=-0.05681818181818182, subjectivity=0.3522727272727273)",0,0,-0.056818182,0.352272727,Smile904FM,11848,1378,FALSE,['#COVID19'],"{'screen_name': 'nicd_sa', 'name': 'NICD', 'id': 1372027572, 'id_str': '1372027572', 'indices': [4, 12]}","Cape Town, South Africa"
Fri Jun 18 18:57:35 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,en,"Sentiment(polarity=0.0, subjectivity=0.0)",124,89,0,0,expiredfish,136,200,,[],,
Fri Jun 18 18:57:37 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",en,"Sentiment(polarity=0.3333333333333333, subjectivity=0.7314814814814815)",68,33,0.333333333,0.731481481,DrVernonColeman,278,19,,['#COVID19'],"{'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [54, 61]}",
Fri Jun 18 18:57:52 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Museveni says #Uganda's #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants. The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered. Vaccine will soon hit the 120-patient threshold #M7Address,en,"Sentiment(polarity=0.3, subjectivity=0.75)",29,13,0.3,0.75,OpolotJohnpaul,3486,3479,FALSE,"['#Uganda', '#COVID19', '#M7Address']",,
Fri Jun 18 18:57:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","As at 18 June 105,966 active cases of Covid-19 in South Africa #SouthAfrica #Covid19SA #COVID19inSA #Covid19 #Covid_19 #coronavirus #CoronaVirusUpdate #coronavaccine #COVID19SouthAfrica #thirdwave #level3 https://t.co/ibOcuKQNjY",en,"Sentiment(polarity=-0.13333333333333333, subjectivity=0.6)",0,1,-0.133333333,0.6,Skatiq3,77,430,FALSE,"['#SouthAfrica', '#Covid19SA', '#COVID19inSA', '#Covid19', '#Covid_19', '#coronavirus', '#CoronaVirusUpdate', '#coronavaccine', '#COVID19SouthAfrica', '#thirdwave', '#level3']",,"Rustenburg, South Africa"
Fri Jun 18 18:57:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Critical thread. My brotherâ€™s mother died of Covid this spring in Southern Africa and we should not be complacent about the cost of hoarding vaccines.,en,"Sentiment(polarity=0.0, subjectivity=0.4)",17,9,0,0.4,raelba,77,643,,[],,ebbing & flowing thru life
Fri Jun 18 18:57:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Museveni says #Uganda's #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants. The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered. Vaccine will soon hit the 120-patient threshold #M7Address,en,"Sentiment(polarity=0.3, subjectivity=0.75)",0,0,0.3,0.75,ekakoro_peter,298,185,,"['#Uganda', '#COVID19', '#M7Address']",,Tororo village Boy 
Fri Jun 18 18:58:11 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The West should give vaccines for all Taiwanese.
Then gives them all best weapons to defend themselves and defend uâ€¦ https://t.co/AQH5d5yrMY",en,"Sentiment(polarity=1.0, subjectivity=0.3)",0,0,1,0.3,hieuvinh8,1,4,FALSE,[],,
Fri Jun 18 18:58:11 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The COVID19 Delta Variant has arrived In the united States with many states reporting up tick in cases and deaths. The Moderna, Pfizer, and J&amp;J Vaccines are 88% to 90% effective against it. Those not vaccinated are in for a big hurt as this is a lot more contagious and deadly. https://t.co/b5ivRZFXsD",en,"Sentiment(polarity=0.28, subjectivity=0.4600000000000001)",0,1,0.28,0.46,AlethaFulbright,1504,5001,FALSE,[],,"CARTERSVILLE, GEORGIA"
Fri Jun 18 18:58:19 +0000 2021,"<a href=""https://github.com/TwidereProject"" rel=""nofollow"">Twidere for Android</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

Weâ€™ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems. https://t.co/aIqRgcuk1X",en,"Sentiment(polarity=0.1958333333333333, subjectivity=0.2875)",94,94,0.195833333,0.2875,GoonerismSpeek,228,167,FALSE,['#COVID19'],,"Faversham, England."
Fri Jun 18 18:58:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",en,"Sentiment(polarity=0.3333333333333333, subjectivity=0.7314814814814815)",68,34,0.333333333,0.731481481,BavuBavuyile,337,895,,['#COVID19'],"{'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [54, 61]}","East London, Eastern Cape"
Fri Jun 18 18:58:32 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",For gods sake: #GeorgeSoros is about to kill hundreds of public health and human rights groups in a â€œreorganizationâ€ of his foundations. What an ignominious end to a career. Just dumb. https://t.co/p7ULjd85l7,en,"Sentiment(polarity=-0.125, subjectivity=0.22222222222222224)",22,9,-0.125,0.222222222,bigolpoofter,1477,2671,FALSE,['#GeorgeSoros'],,"Jersey City, NJ"
Fri Jun 18 18:58:33 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[MB] ðŸ¤© WINNIPEG ðŸ¤©
mRNA vaccines available!
ðŸ“Ray of Hope Pharmacy (1 775 Henderson Hwy)
ðŸ“ž 204-800-2593
https://t.co/jdWwgoe0PP
Call to confirm availability/book appointment!
https://t.co/7OYAVc9tK1
#protectMB #VHCDose2 #COVID19MB #vhcMB",en,"Sentiment(polarity=0.625, subjectivity=0.4)",3,2,0.625,0.4,greenurlifenow,2259,1840,FALSE,"['#protectMB', '#VHCDose2', '#COVID19MB', '#vhcMB']",,Vancouver
Fri Jun 18 18:58:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Covid-19 Cases Surge in Africa, Near First Wave Peak - WHO https://t.co/XwCHq980WU #Africa #Coronavirus #Covid19 https://t.co/udkX7DYEAG",en,"Sentiment(polarity=0.175, subjectivity=0.3666666666666667)",0,2,0.175,0.366666667,EmmyOO7,550,717,FALSE,"['#Africa', '#Coronavirus', '#Covid19']",,"Abuja, Nigeria"
Fri Jun 18 18:58:37 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I don't understand what's going on with China ðŸ‡¨ðŸ‡³. ðŸ˜’
Why market a vaccine without proper effectiveness? What should be the sanction? How will they compensate the possible damage? Being emergency vaccines what are the UN ðŸ‡ºðŸ‡³ and other international agencies doing?
ðŸ‘‡ðŸ» https://t.co/H0v4DP0yUV",en,"Sentiment(polarity=-0.03125, subjectivity=0.36875)",1,1,-0.03125,0.36875,martinmendezglz,108,316,FALSE,[],,Ciudad de MÃ©xico.
Fri Jun 18 18:58:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Feeling grateful &amp; fortunate after my #Covid19 #vaccination today, knowing vaccines save lives &amp; itâ€™s critical to gâ€¦ https://t.co/0QpuhfOSZd",en,"Sentiment(polarity=0.2, subjectivity=0.75)",0,0,0.2,0.75,Seggelke1,1793,4997,FALSE,"['#Covid19', '#vaccination']",,"Amsterdam, The Netherlands"
Fri Jun 18 18:59:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",18 June 2022 latest number of #COVID19 statistics in South Africa #CoronaVirusSA                              https://t.co/ofDKjzuAOf,en,"Sentiment(polarity=0.5, subjectivity=0.9)",0,0,0.5,0.9,NethonondaBles8,2794,5002,FALSE,"['#COVID19', '#CoronaVirusSA']",,ha lambani tshitomola
Fri Jun 18 18:59:10 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@JayWamsted Why isnâ€™t CDC putting in place more efforts to stop #Covid19 transmission? It is common knowledge in puâ€¦ https://t.co/EYxdzW2vIO,en,"Sentiment(polarity=0.1, subjectivity=0.5)",0,0,0.1,0.5,LongCovidNYC,366,695,FALSE,['#Covid19'],"{'screen_name': 'JayWamsted', 'name': 'Jay Wamsted', 'id': 1122921416972804109, 'id_str': '1122921416972804109', 'indices': [0, 11]}",
Fri Jun 18 18:59:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,en,"Sentiment(polarity=0.0, subjectivity=0.0)",128,90,0,0,LaLuSu2,171,825,FALSE,[],,"San Marcos, CA"
Fri Jun 18 18:59:14 +0000 2021,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iÎŸS</a>",Crimes Against Humanity ðŸ‘‡ https://t.co/u4ra1DDn8z,en,"Sentiment(polarity=0.0, subjectivity=0.0)",6,2,0,0,Dismukes,631,972,,[],,Undisclosed - FEMA Camp
Fri Jun 18 18:59:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",".@NicolaSturgeon reports that whereas around 13% of positive #Covid19 cases ended up in hospital at the beginning of the year, it is now down to around 5%. This shows the vaccines are having an effect.",en,"Sentiment(polarity=0.03585858585858584, subjectivity=0.4171717171717172)",52,15,0.035858586,0.417171717,ronbodi,525,720,,['#Covid19'],"{'screen_name': 'NicolaSturgeon', 'name': 'Nicola Sturgeon', 'id': 160952087, 'id_str': '160952087', 'indices': [1, 16]}",
Fri Jun 18 18:59:30 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases should draw everyone to urgent action. 

â€œWe've seen, in India and elsewhere, how quickly Covid-19 can rebound and overwhelm health systems""
https://t.co/CemRZeIDYr",en,"Sentiment(polarity=0.14444444444444446, subjectivity=0.19999999999999998)",272,246,0.144444444,0.2,ZachGotFanz,1730,4990,,[],"{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [53, 65]}","Dallas, TX"
Fri Jun 18 18:59:38 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Expect to see some different kind of shots at @CdnTireCtr next week!
Â 
Do your part and get your #Covid19 vaccine.

DETAILS: https://t.co/D4FhHgt4sJ https://t.co/6wHIiaI8fp",en,"Sentiment(polarity=0.19999999999999998, subjectivity=0.5)",81,12,0.2,0.5,IceDog_16,130,853,,['#Covid19'],"{'screen_name': 'CdnTireCtr', 'name': 'Canadian Tire Centre', 'id': 169723781, 'id_str': '169723781', 'indices': [46, 57]}",
Fri Jun 18 18:59:49 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","**BIG NEWS**: Up to 25,800 may have been killed by the COVID vaccine.  I bet that this is a lower bound on the number killed by the ""safe and effective"" vaccines. Why isn't anyone at the CDC or FDA warning the American public of the danger in the meantime??https://t.co/105gLDEAmQ",en,"Sentiment(polarity=0.09999999999999999, subjectivity=0.2095238095238095)",790,445,0.1,0.20952381,Ja11u,57,763,FALSE,[],,"Joensuu, Suomi"
Fri Jun 18 19:00:01 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Alpha, Beta &amp; Delta: We break down everything you need to know about the three #COVID19 variants that have been detâ€¦ https://t.co/IN5AiroJ0U",en,"Sentiment(polarity=-0.15555555555555559, subjectivity=0.2888888888888889)",0,0,-0.155555556,0.288888889,Bhekisisa_MG,18181,822,FALSE,['#COVID19'],,Johannesburg
Fri Jun 18 19:00:01 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Despite #COVID19 lockdowns and travel restrictions, still nearly 3 million people fled their homes from war, violenâ€¦ https://t.co/DA1QZ7Ff06",en,"Sentiment(polarity=0.1, subjectivity=0.4)",0,0,0.1,0.4,blazing,1870,1529,,['#COVID19'],,Oxford via Boston
Fri Jun 18 19:00:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tomorrow, Bucks County will celebrate Juneteenth with FREE #COVID19 vaccines! Walk-ins welcome, and no insurance isâ€¦ https://t.co/Pau4dEIfNY",en,"Sentiment(polarity=0.65, subjectivity=0.8500000000000001)",0,0,0.65,0.85,BCHealthEquity,156,486,FALSE,['#COVID19'],,"Bucks County, PA"
Fri Jun 18 19:00:03 +0000 2021,"<a href=""http://meetedgar.com"" rel=""nofollow"">MeetEdgar</a>","On hour 2 of #SciFriLiveðŸ“»: 

ðŸ˜· #COVID19 vaccines may not be enough to protect immunocompromised people
ðŸ“š The bestâ€¦ https://t.co/jWPosJ7y5S",en,"Sentiment(polarity=0.0, subjectivity=0.5)",0,0,0,0.5,scifri,754739,16584,FALSE,"['#SciFriLive', '#COVID19']",,"New York, New York"
Fri Jun 18 19:00:12 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Appearing on @Benzinga Power Hour, Vaxart CEO Andrei Floroiu calls our oral #COVID19 tablet vaccine now under develâ€¦ https://t.co/P1W6nxqRyH",en,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,Vaxart,5145,0,FALSE,['#COVID19'],"{'screen_name': 'Benzinga', 'name': 'Benzinga', 'id': 44060322, 'id_str': '44060322', 'indices': [13, 22]}","San Francisco, CA"
Fri Jun 18 19:00:13 +0000 2021,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","This year, vaccines are playing a particularly important role in #healthcare as our country continues to combat theâ€¦ https://t.co/xbxGCoeZFw",en,"Sentiment(polarity=0.4, subjectivity=1.0)",0,0,0.4,1,updox,2333,1886,FALSE,['#healthcare'],,"Dublin, OH"
Fri Jun 18 19:00:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ðŸš¨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ ðŸ§µ
https://t.co/CRDhqPHFWM",en,"Sentiment(polarity=0.16666666666666666, subjectivity=0.18888888888888888)",0,0,0.166666667,0.188888889,danielthe956GOD,0,0,FALSE,[],,tx
Fri Jun 18 19:00:21 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411040] 
Chatrapati Shahu Maharaj PMCG
Vaccines: COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity: 0,
Doseâ€¦ https://t.co/1e2XcbddO4",en,"Sentiment(polarity=-0.75, subjectivity=1.0)",0,0,-0.75,1,PuneUpdater,88,0,,[],,
Fri Jun 18 19:00:21 +0000 2021,"<a href=""https://app.sendible.com"" rel=""nofollow"">Sendible</a>","Everybody aged 18+ is now eligible for the #Covid19 vaccine.

Jenny has been to get her second dose of the vaccine,â€¦ https://t.co/HAJyHLLBlR",en,"Sentiment(polarity=-0.05, subjectivity=0.2)",0,0,-0.05,0.2,lpoolcouncil,137609,1694,FALSE,['#Covid19'],,"Liverpool, England, UK"
Fri Jun 18 19:00:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Our people are dying.  Hospitals, mortuaries are full. Families, communities failing to cope, nursing and burying daily.
Where are our global leaders! Rise and lead us! We need one global plan to scale up #COVID19 vaccine production &amp; roll our in all regions. #PeoplesVaccine",en,"Sentiment(polarity=0.0875, subjectivity=0.1375)",122,73,0.0875,0.1375,Milena41319491,3,45,FALSE,"['#COVID19', '#PeoplesVaccine']",,
Fri Jun 18 19:00:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Appearing on @Benzinga Power Hour, Vaxart CEO Andrei Floroiu calls our oral #COVID19 tablet vaccine now under development ""revolutionary"" and ""the Tesla of vaccines."" Watch here: https://t.co/NxcQYTPfc4 $VXRT https://t.co/NVJOjF68Qq",en,"Sentiment(polarity=0.0, subjectivity=0.0)",8,1,0,0,strayliotta1,61,32,FALSE,['#COVID19'],"{'screen_name': 'Benzinga', 'name': 'Benzinga', 'id': 44060322, 'id_str': '44060322', 'indices': [13, 22]}",PARIS TEXAS
Fri Jun 18 19:00:45 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","On hour 2 of #SciFriLiveðŸ“»: 

ðŸ˜· #COVID19 vaccines may not be enough to protect immunocompromised people
ðŸ“š The best #SciFi books to read this summer

Tune in to your local public radio station or press play below!
https://t.co/p13XDga2pG",en,"Sentiment(polarity=0.25, subjectivity=0.21666666666666667)",0,1,0.25,0.216666667,BillGRinehart,8156,3924,,"['#SciFriLive', '#COVID19', '#SciFi']",,Cincinnati OH
